mode_rank,eigen_index,omega_sq,omega,Omega_FEM,Omega_exact,matched_m,matched_n,MAC,W_energy_pct,Phi1_energy_pct,Phi2_energy_pct,relative_residual,residual_ok
175,175,6.547785164606393e6,2558.864037929017,8455.874525884463,2575.9667486843223,6,15,0.024348020326689396,99.7878,0.1061,0.1061,1.699044715403621e-10,true
176,176,6.643483569088652e6,2577.4956002074287,8517.443312077168,394.78417604357435,2,6,0.041049830292518234,99.7872,0.1064,0.1064,1.8308323513952944e-10,true
177,177,6.644591002488286e6,2577.7104186638744,8518.153188759408,1026.4388577132931,2,10,0.03349495435235146,99.7871,0.1065,0.1065,1.4980274018878913e-10,true
178,178,6.729195445286525e6,2594.0692830544303,8572.211748582093,1973.9208802178716,10,10,0.08464930484548276,99.8380,0.0810,0.0810,2.76279429729193e-10,true
179,179,6.747848291459923e6,2597.66208184589,8584.084304265794,2921.40290272245,10,14,0.03817999361618317,99.7874,0.1063,0.1063,1.880801125848169e-10,true
180,180,6.7478482915766565e6,2597.662081868359,8584.084304340044,2921.40290272245,10,14,0.0397709273827905,99.7874,0.1063,0.1063,1.7304301371879077e-10,true
181,181,6.929632157329453e6,2632.4194493525256,8698.941496414242,3651.7536284030625,3,19,0.016145961218104365,99.7859,0.1071,0.1071,1.7522437477615708e-10,true
182,182,6.932940450124682e6,2633.047749305865,8701.017740204965,888.2643960980422,3,9,0.04212516167888608,99.7856,0.1072,0.1072,2.2361878288583837e-10,true
183,183,7.094420029052177e6,2663.5352501989114,8801.764977392306,1144.8741105263655,4,10,0.029153801535345306,99.7866,0.1067,0.1067,1.8395697719444163e-10,true
184,184,7.094420029071336e6,2663.535250202508,8801.764977404191,513.2194288566466,4,6,0.031639470024259105,99.7866,0.1067,0.1067,2.106681434408629e-10,true
185,185,7.415660855892738e6,2723.17110294097,8998.834177066978,1776.5287921960844,6,12,0.020642643327996993,99.7835,0.1082,0.1082,1.9023924124517802e-10,true
186,186,7.4245157268786235e6,2724.796456045593,9004.205225199754,513.2194288566466,6,4,0.031929020505451,99.7828,0.1086,0.1086,2.383617471795343e-10,true
187,187,7.6677158311597e6,2769.064071335241,9150.489433700468,1046.178066515472,9,5,0.027473980552047087,99.7842,0.1079,0.1079,2.726640171547587e-10,true
188,188,7.667715831248241e6,2769.0640713512284,9150.4894337533,1786.3983965971738,9,10,0.01956259711594946,99.7842,0.1079,0.1079,1.8729140454193828e-10,true
189,189,8.2403659373067245e6,2870.6037583244965,9486.031627366072,1233.7005501361698,10,5,0.015225794865049613,99.7787,0.1107,0.1107,1.8420931474331081e-10,true
190,190,8.264175289917369e6,2874.747865451398,9499.726004780225,1046.178066515472,5,9,0.04339337841679283,99.7769,0.1115,0.1115,1.6746260309532137e-10,true
191,191,8.671085147573758e6,2944.6706348204307,9730.788755877164,1342.2661985481527,10,6,0.04140491503654195,99.7769,0.1115,0.1115,1.6445145499525587e-10,true
192,192,8.671085147782398e6,2944.6706348558573,9730.788755994232,710.6115168784338,6,6,0.03229056181445437,99.7769,0.1115,0.1115,1.6155926486021598e-10,true
193,193,9.814869212495808e6,3132.8691661950725,10352.69876894205,1973.9208802178716,10,10,0.04318930423841426,99.7658,0.1171,0.1171,1.6823289100086042e-10,true
194,194,9.886925047537463e6,3144.348111697791,10390.631430240854,1342.2661985481527,6,10,0.05827000449815117,99.7613,0.1193,0.1193,1.7436214610139137e-10,true
195,195,1.0932310521929976e7,3306.4044704073904,10926.153527178507,1598.875912976476,9,9,0.049023189498836536,99.7524,0.1238,0.1238,1.5162273213960595e-10,true
196,196,1.0932310522047605e7,3306.4044704251787,10926.15352723729,967.2212313067571,7,7,0.059409621022338946,99.7524,0.1238,0.1238,1.6196939286328965e-10,true
197,197,1.4887397077789651e7,3858.418986811781,12750.308862512427,1115.2652973230975,7,8,0.05194976980981992,99.7095,0.1452,0.1452,2.0875851360004741e-10,true
198,198,2.0972653170584522e7,4579.590939219847,15133.452105279317,1283.0485721416164,9,7,0.04742630939993611,99.6696,0.1652,0.1652,4.0401489441370557e-10,true
199,199,2.097265317063354e7,4579.590939225199,15133.452105297001,1154.743714927455,9,6,0.03415353777994764,99.6696,0.1652,0.1652,1.0640197096417837e-10,true
200,200,2.5935906177518506e7,5092.730719124908,16829.144228346908,1283.0485721416164,9,7,0.03151232202463642,99.4363,0.2819,0.2819,1.447688094344209e-10,true
201,201,2.780183977316908e7,5272.744994134372,17424.00901982682,641.5242860708082,8,1,0.058831675504007,99.1783,0.4109,0.4109,4.179608600336268e-11,true
202,202,2.7804595517645948e7,5273.006307377789,17424.872540500655,365.17536284030626,6,1,0.04019629262138061,99.1786,0.4107,0.4107,5.6634158719002273e-11,true
203,203,2.789483842186256e7,5281.556439333254,17453.12681346065,809.3075608893273,9,1,0.04393965897223123,99.1790,0.4105,0.4105,4.1856455612159355e-11,true
204,204,2.7894838421991915e7,5281.5564393455,17453.126813501116,3010.229342332254,16,7,0.04276824582563594,99.1790,0.4105,0.4105,4.2720210925088405e-11,true
205,205,2.8051641845684253e7,5296.380069980274,17502.112128393877,671.1330992740764,8,2,0.06966957431240371,99.1798,0.4101,0.4101,4.356984995321452e-11,true
206,206,2.807580289559034e7,5298.660481252818,17509.64784397009,2566.097144283233,8,14,0.056306189701292614,99.1823,0.4089,0.4089,4.0477083602008784e-11,true
207,207,2.8282013336167194e7,5318.083615003359,17573.83241159838,2418.0530782668925,14,7,0.06211655408569969,99.1823,0.4089,0.4089,4.2681574242788327e-11,true
208,208,2.8282013336214926e7,5318.083615007847,17573.83241161321,2418.0530782668925,14,7,0.05831034118495981,99.1823,0.4089,0.4089,4.07823319113907e-11,true
209,209,2.858659326782984e7,5346.6431775301635,17668.208694847985,671.1330992740764,8,2,0.04702263599663572,99.1839,0.4081,0.4081,4.624722543772951e-11,true
210,210,2.8650200382989675e7,5352.588194788543,17687.854256021197,2566.097144283233,8,14,0.05125817002217066,99.1896,0.4052,0.4052,4.069368740026208e-11,true
211,211,2.897922670257286e7,5383.235709364105,17789.13026519553,2418.0530782668925,7,14,0.03310154288680129,99.1899,0.4050,0.4050,3.971404808798294e-11,true
212,212,2.8979226702642016e7,5383.235709370529,17789.130265216758,888.2643960980422,3,9,0.041134430742350785,99.1899,0.4050,0.4050,4.6570655888167215e-11,true
213,213,2.946894791782827e7,5428.53091709242,17938.810196406135,2151.57375943748,13,7,0.030660441599089774,99.1931,0.4035,0.4035,4.26869826844262e-11,true
214,214,2.9581182261702273e7,5438.858544005559,17972.938276692235,2220.6609902451055,9,12,0.033744595925917546,99.2015,0.3992,0.3992,4.681359567147674e-11,true
215,215,3.0028884356738087e7,5479.861709636301,18108.434973116255,789.5683520871487,4,8,0.021309262436524173,99.2069,0.3965,0.3965,5.271492741847538e-11,true
216,216,3.0028884356946297e7,5479.861709655299,18108.43497317903,789.5683520871487,4,8,0.03273820755919132,99.2069,0.3965,0.3965,4.748527529561025e-11,true
217,217,3.073693628918167e7,5544.090212936805,18320.680780960727,1046.178066515472,5,9,0.04303978282367544,99.2134,0.3933,0.3933,4.912678762786567e-11,true
218,218,3.0876079165482894e7,5556.62479977575,18362.101853738674,1046.178066515472,5,9,0.03247380519943845,99.2235,0.3883,0.3883,7.85680559248304e-11,true
219,219,3.130594208028959e7,5595.171318225171,18489.480455566143,1046.178066515472,9,5,0.03606772026514894,99.2495,0.3752,0.3752,4.736744086267464e-11,true
220,220,3.1305942080348276e7,5595.171318230415,18489.48045558347,1046.178066515472,9,5,0.02836327828050826,99.2495,0.3752,0.3752,5.456617540282684e-11,true
221,221,3.216095362979749e7,5671.062830704443,18740.267170918043,1470.5710557623142,10,7,0.04157931779770371,99.2702,0.3649,0.3649,6.200388954968554e-11,true
222,222,3.2191524995100055e7,5673.757572817159,18749.172060293557,986.9604401089358,8,6,0.06114931527163524,99.2692,0.3654,0.3654,4.875068263130737e-11,true
223,223,3.2222846114727773e7,5676.51707605357,18758.290955543558,1154.743714927455,9,6,0.05256851460724597,99.2970,0.3515,0.3515,5.475235918347942e-11,true
224,224,3.222284611491617e7,5676.517076070164,18758.290955598393,838.9163740925954,7,6,0.03877805501546728,99.2970,0.3515,0.3515,4.6870945668767413e-11,true
225,225,3.2286337230408624e7,5682.106759856649,18776.762302273044,986.9604401089358,8,6,0.08971894917833398,99.3998,0.3001,0.3001,5.378036185317831e-11,true
226,226,5.0777690434878147e8,22533.905661220415,74464.24508103667,1204.0917369329018,11,1,0.023470293823151515,99.9750,0.0125,0.0125,3.476103478657452e-12,true
227,227,5.0778451470849746e8,22534.07452522729,74464.80309929512,809.3075608893273,9,1,0.1103100613103285,99.9769,0.0116,0.0116,4.4564923779436776e-12,true
228,228,5.0778451470865595e8,22534.074525230804,74464.80309930674,49.34802200544679,2,1,0.07437931748457799,99.9769,0.0116,0.0116,3.470148479432656e-12,true
229,229,5.077898018732896e8,22534.191839808445,74465.19077029428,2891.794089519182,17,2,0.09652141155002578,99.9768,0.0116,0.0116,4.1752678667789466e-12,true
230,230,5.0779169208631223e8,22534.233780768147,74465.32936597092,809.3075608893273,9,1,0.030096229785756445,99.9758,0.0121,0.0121,2.266424856668301e-12,true
231,231,5.0779169208638287e8,22534.23378076971,74465.32936597608,1233.7005501361698,11,2,0.0662379192376624,99.9758,0.0121,0.0121,3.06039103614653e-12,true
232,232,5.077945820306871e8,22534.297904099145,74465.54126423244,394.78417604357435,6,2,0.04584320949675129,99.9759,0.0121,0.0121,2.3384811251486653e-12,true
233,233,5.0781096802181387e8,22534.661480080278,74466.74271645167,246.74011002723395,4,3,0.050620632470544394,99.9756,0.0122,0.0122,2.4205478316723516e-12,true
234,234,5.078135633624689e8,22534.719065532387,74466.93301001565,197.39208802178717,4,2,0.049013370604320594,99.9741,0.0129,0.0129,2.519395011706271e-12,true
235,235,5.078135633626109e8,22534.719065535537,74466.93301002607,286.21852763159137,5,2,0.08765894079241245,99.9741,0.0129,0.0129,2.4790431531218003e-12,true
236,236,5.0782922451702964e8,22535.06655230975,74468.08129478,3651.7536284030625,19,3,0.08418704879457592,99.9736,0.0132,0.0132,3.4274857962353035e-12,true
237,237,5.078528173026807e8,22535.590014523266,74469.81109782188,246.74011002723395,4,3,0.014503662606339736,99.9712,0.0144,0.0144,2.3419596251103774e-12,true
238,238,5.078596680690134e8,22535.742012834045,74470.31338267367,2941.1421115246285,17,3,0.060650544579214136,99.9720,0.0140,0.0140,2.5448860333099213e-12,true
239,239,5.078596680690554e8,22535.742012834977,74470.31338267676,2941.1421115246285,17,3,0.036216408451759205,99.9720,0.0140,0.0140,2.2938914178293866e-12,true
240,240,5.078614129788686e8,22535.78072707641,74470.44131552629,2941.1421115246285,17,3,0.06664612530179363,99.9732,0.0134,0.0134,2.5907326827579724e-12,true
241,241,5.0786722290650994e8,22535.909631219904,74470.86728472477,256.6097144283233,5,1,0.08044176396482985,99.9740,0.0130,0.0130,2.118939709115446e-12,true
242,242,5.078676915927237e8,22535.92002987062,74470.90164750621,365.17536284030626,6,1,0.09096803368962568,99.9739,0.0131,0.0131,2.3899155815507024e-12,true
243,243,5.078710749180088e8,22535.995094914466,74471.14970312099,1460.701451361225,12,2,0.04446970590038852,99.9734,0.0133,0.0133,2.0532788445519014e-12,true
244,244,5.078710749180625e8,22535.995094915655,74471.14970312492,2536.488331079965,16,1,0.059881125565894804,99.9734,0.0133,0.0133,2.098966377836651e-12,true
245,245,5.0787523848702794e8,22536.0874706997,74471.4549628134,671.1330992740764,8,2,0.11204958747172632,99.9732,0.0134,0.0134,2.1393061512317623e-12,true
246,246,5.0788053809461105e8,22536.20505086451,74471.843511445,2260.139407849463,15,2,0.048375545276219054,99.9722,0.0139,0.0139,2.4469315860351654e-12,true
247,247,5.07886972864233e8,22536.34781556748,74472.31528344896,1283.0485721416164,11,3,0.03345160618034605,99.9721,0.0140,0.0140,2.3300177603202613e-12,true
248,248,5.078869728643313e8,22536.347815569658,74472.31528345615,2615.44516628868,16,3,0.03985972702618377,99.9721,0.0140,0.0140,3.8814950036171396e-12,true
249,249,5.078987380334737e8,22536.608840583664,74473.1778516637,671.1330992740764,8,2,0.05524031646074863,99.9716,0.0142,0.0142,2.412065016032996e-12,true
250,250,5.079167103145296e8,22537.0075723138,74474.4954775436,789.5683520871487,8,4,0.07360973923285902,99.9690,0.0155,0.0155,3.3980543928405654e-12,true
251,251,5.079181975398051e8,22537.04056747037,74474.60451143511,888.2643960980422,9,3,0.06458822066065119,99.9706,0.0147,0.0147,2.5011036381221368e-12,true
252,252,5.0791819753985125e8,22537.04056747139,74474.60451143849,1579.1367041742974,12,4,0.04469626395308694,99.9706,0.0147,0.0147,3.0911705929005216e-12,true
253,253,5.079207785418561e8,22537.097828732432,74474.79373369938,3010.229342332254,17,4,0.08273505484503808,99.9691,0.0154,0.0154,2.631823970330389e-12,true
254,254,5.079584568277271e8,22537.93373021864,74477.5560055429,513.2194288566466,6,4,0.04881490747234147,99.9687,0.0156,0.0156,3.0961222458290613e-12,true
255,255,5.079784095909109e8,22538.376374328986,74479.01874174194,1825.8768142015313,13,4,0.08618304979949847,99.9663,0.0168,0.0168,2.8536469904439636e-12,true
256,256,5.07978409590913e8,22538.37637432903,74479.01874174208,3286.5782655627563,18,3,0.018742375828541855,99.9663,0.0168,0.0168,3.1050355069756837e-12,true
257,257,5.07980933371667e8,22538.432362781292,74479.20375795249,2378.5746606625353,15,4,0.02714142517404865,99.9686,0.0157,0.0157,2.941363226038522e-12,true
258,258,5.0803744880449325e8,22539.68608487024,74483.34673566344,789.5683520871487,8,4,0.05225322026676709,99.9630,0.0185,0.0185,2.726244235288043e-12,true
259,259,5.0805548640892583e8,22540.086211213253,74484.66897010061,1046.178066515472,9,5,0.10757805712903282,99.9647,0.0177,0.0177,3.1264961043334015e-12,true
260,260,5.0805548640905106e8,22540.086211216032,74484.6689701098,315.82734083485946,4,4,0.06334663427255761,99.9647,0.0177,0.0177,2.733724596503547e-12,true
261,261,5.081097342847865e8,22541.28954351961,74488.64543264208,3809.6672988204923,19,5,0.05444391238870028,99.9633,0.0184,0.0184,2.53303206331864e-12,true
262,262,5.081616190637171e8,22542.440397253293,74492.44847751879,1667.9631437841015,12,5,0.07427022805901316,99.9587,0.0207,0.0207,2.7729083568508775e-12,true
263,263,5.082231245024111e8,22543.80457026744,74496.95644498726,2881.9244851180924,16,6,0.04871594860943437,99.9577,0.0211,0.0211,2.7977068892703515e-12,true
264,264,5.082231245025848e8,22543.80457027129,74496.95644499999,2773.3588367061097,16,5,0.10120757550979911,99.9577,0.0211,0.0211,2.8133634962946703e-12,true
265,265,5.082891494661775e8,22545.2688931886,74501.79536206264,3207.6214303540414,17,6,0.07580200601756615,99.9585,0.0207,0.0207,2.654999139861498e-12,true
266,266,5.084176552977874e8,22548.11866426526,74511.21255121163,3099.0557819420583,17,5,0.06295670460023386,99.9477,0.0262,0.0262,3.0376488306022094e-12,true
267,267,5.0851884571519786e8,22550.36242979695,74518.62716938605,730.3507256806125,7,5,0.052292574782487895,99.9483,0.0259,0.0259,3.1435988073592056e-12,true
268,268,5.085188457153023e8,22550.36242979927,74518.6271693937,1776.5287921960844,12,6,0.09353202215135308,99.9483,0.0259,0.0259,3.0227562002130206e-12,true
269,269,5.08533334837926e8,22550.68368892451,74519.68878377143,3207.6214303540414,17,6,0.05857157778798339,99.9500,0.0250,0.0250,4.027582797019019e-12,true
270,270,5.0901556288700324e8,22561.37324913985,74555.0128879747,710.6115168784338,6,6,0.03392264597893896,99.9293,0.0353,0.0353,4.80242198207217e-12,true
271,271,5.0902036856046927e8,22561.47975112602,74555.36482829606,1154.743714927455,9,6,0.04562975116952195,99.9323,0.0338,0.0338,2.97012936660108e-12,true
272,272,5.090203685604756e8,22561.479751126157,74555.36482829652,838.9163740925954,7,6,0.03524982602525888,99.9323,0.0338,0.0338,4.253575522469538e-12,true
273,273,5.092622551376781e8,22566.839724198824,74573.07708619407,1342.2661985481527,10,6,0.04675591778040445,99.9306,0.0347,0.0347,6.300163829932835e-12,true
274,274,5.10083016315876e8,22585.017518609013,74633.14637725898,3207.6214303540414,17,6,0.019215457681353614,99.8918,0.0541,0.0541,6.675580943912757e-12,true
275,275,5.10222135246418e8,22588.097202872534,74643.3233242658,1470.5710557623142,10,7,0.043861082040464086,99.9017,0.0491,0.0491,3.5654892422378163e-12,true
276,276,5.1041583405154365e8,22592.384425986198,74657.49063451609,513.2194288566466,4,6,0.03323483171535463,99.8915,0.0543,0.0543,3.412710635305019e-12,true
277,277,5.10415834051697e8,22592.384425989592,74657.4906345273,967.2212313067571,7,7,0.05894997585726673,99.8915,0.0543,0.0543,4.143088547632666e-12,true
278,278,5.136686548466e8,22664.259415357035,74895.00457924328,1825.8768142015313,11,8,0.04317056848206195,99.7977,0.1011,0.1011,3.3444246141799455e-12,true
279,279,5.136686548466747e8,22664.259415358683,74895.00457924872,3010.229342332254,16,7,0.054864939647178416,99.7977,0.1011,0.1011,3.1312520901837257e-12,true
280,280,5.139554352177276e8,22670.58524206483,74915.90854136113,4046.537804446637,19,7,0.060405823721742365,99.7803,0.1099,0.1099,3.2186521185967034e-12,true
281,281,5.1447925628592545e8,22682.13517916524,74954.07579739948,838.9163740925954,6,7,0.030829834789091435,99.7998,0.1001,0.1001,3.268826621685336e-12,true
282,282,5.3015223101116055e8,23025.034875351666,76087.20235783329,2852.3156719148246,15,8,0.02791911691089287,99.3002,0.3499,0.3499,3.715028917879644e-12,true
283,283,5.309736846807764e8,23042.866242739343,76146.12686613861,1904.8336494102462,12,7,0.03708769573426978,99.3649,0.3175,0.3175,3.632435533033878e-12,true
284,284,5.312719702750582e8,23049.33774048743,76167.51220437513,3010.229342332254,16,7,0.044269197221591075,99.3388,0.3306,0.3306,3.441841714343703e-12,true
285,285,5.3127197027517223e8,23049.337740489904,76167.51220438331,2704.2716058984843,15,7,0.01990206567590537,99.3388,0.3306,0.3306,3.350426526242293e-12,true
286,286,1.0157987280698917e9,31871.597513615343,105321.0430565669,3158.273408348595,16,8,0.01429150644302842,99.9416,0.0292,0.0292,1.6044840832800902e-12,true
287,287,1.0157987280699353e9,31871.597513616027,105321.04305656915,3010.229342332254,16,7,0.020320431718954857,99.9416,0.0292,0.0292,2.032026719402455e-12,true
288,288,1.0158084579439437e9,31871.750155018846,105321.54746654583,3335.926287568203,17,7,0.006356809339766844,99.9555,0.0223,0.0223,1.7252178178823398e-12,true
289,289,1.015820739515845e9,31871.942826188755,105322.18415658225,1263.3093633394378,8,8,0.011019227117658017,99.9377,0.0312,0.0312,1.6969311338794464e-12,true
290,290,1.1808104553495479e9,34362.922683461424,113553.73253406098,3483.9703535845433,17,8,0.04763242186956577,0.0067,49.9966,49.9966,1.8798394970244085e-10,true
291,291,1.181482108936241e9,34372.69423446817,113586.0230379766,3010.229342332254,16,7,0.05369901422546505,0.0069,49.9966,49.9966,1.954126535952436e-10,true
292,292,1.1814821089362507e9,34372.694234468305,113586.02303797707,3158.273408348595,8,16,0.05202339422170689,0.0069,49.9966,49.9966,2.1763762795481235e-10,true
293,293,1.2000074433228922e9,34641.123586322836,114473.05919335772,3010.229342332254,16,7,0.037648235050230336,0.0114,49.9943,49.9943,1.5319620895051072e-10,true
294,294,1.2253589856297138e9,35005.12799047754,115675.92715460065,3483.9703535845433,8,17,0.06610578202014415,0.0099,49.9951,49.9951,1.6262113512885165e-10,true
295,295,1.2253589856297677e9,35005.12799047831,115675.9271546032,3483.9703535845433,8,17,0.06698733054681665,0.0099,49.9951,49.9951,1.4357045766295817e-10,true
296,296,1.2721280247695456e9,35666.90377323977,117862.79324062973,2852.3156719148246,15,8,0.06977803914687684,0.0040,49.9980,49.9980,1.9441000106159877e-10,true
297,297,1.2914203876952176e9,35936.337983929545,118753.14999456551,2418.0530782668925,14,7,0.026068086206070398,0.0086,49.9957,49.9957,1.5722031868559246e-10,true
298,298,1.364009129921683e9,36932.494228276584,122044.99046968203,3829.4065076226707,8,18,0.05392191812439313,0.0057,49.9971,49.9971,1.783151940139051e-10,true
299,299,1.3640091299218066e9,36932.49422827826,122044.99046968756,3829.4065076226707,8,18,0.05399398958426995,0.0057,49.9971,49.9971,1.695705320876501e-10,true
300,300,1.4641723422299142e9,38264.50499130903,126446.6764179694,4046.537804446637,19,7,0.05072618239649214,0.0035,49.9983,49.9983,1.7873913332792588e-10,true
301,301,1.485723681469669e9,38545.08634663657,127373.86938320113,720.4811212795231,8,3,0.0539776185825758,0.0049,49.9975,49.9975,1.5743669034584738e-10,true
302,302,1.6186463382220259e9,40232.404082058354,132949.68226131462,2566.097144283233,14,8,0.037266964239309586,0.0037,49.9981,49.9981,1.6463057792085597e-10,true
303,303,1.6186463382220573e9,40232.40408205875,132949.68226131593,3681.3624416063303,18,7,0.035090300950457884,0.0037,49.9981,49.9981,1.4502408741535424e-10,true
304,304,1.7877661626763384e9,42281.98390185042,139722.60553119387,2299.6178254538204,13,8,0.051426615990274864,0.0028,49.9986,49.9986,1.4858276284950244e-10,true
305,305,1.8129167848288438e9,42578.360523026764,140701.99462101088,1904.8336494102462,12,7,0.031084370748869,0.0032,49.9984,49.9984,1.6634942373877412e-10,true
306,306,2.0251995955023813e9,45002.217673158964,148711.73317154904,878.3947916969529,5,8,0.032648251648305156,0.0026,49.9987,49.9987,1.3680925139483577e-10,true
307,307,2.025199595502618e9,45002.2176731616,148711.73317155775,789.5683520871487,4,8,0.050628255599165915,0.0026,49.9987,49.9987,1.6007892746734602e-10,true
308,308,2.2836775706231494e9,47787.83914996732,157916.93725248345,1825.8768142015313,8,11,0.027919985303894192,0.0019,49.9990,49.9990,1.412662229287484e-10,true
309,309,2.3142910647413244e9,48107.07915412579,158971.87935913465,1825.8768142015313,8,11,0.035881772279599676,0.0020,49.9990,49.9990,1.652465400114332e-10,true
310,310,2.624131849875368e9,51226.28085148646,169279.4133987917,1825.8768142015313,8,11,0.038118271483767875,0.0016,49.9992,49.9992,1.5172478554085435e-10,true
311,311,2.6241318498754773e9,51226.28085148752,169279.4133987952,1825.8768142015313,11,8,0.07832369608228959,0.0016,49.9992,49.9992,1.5821384062142081e-10,true
312,312,2.979957236187535e9,54588.98456820327,180391.6101684551,1677.832748185191,11,7,0.04647458551072274,0.0011,49.9995,49.9995,1.537056960052081e-10,true
313,313,3.018213127126285e9,54938.26651002273,181545.82712973337,1677.832748185191,11,7,0.03723357716578773,0.0011,49.9995,49.9995,1.6774756503594679e-10,true
314,314,3.365842026019617e9,58015.87736145699,191715.9224585538,3158.273408348595,16,8,0.06785006581423766,0.0001,49.9999,49.9999,4.732172714643777e-10,true
315,315,3.375751605177948e9,58101.21862042093,191997.9362611567,3158.273408348595,8,16,0.03980966442476274,0.0001,49.9999,49.9999,4.975899870319732e-10,true
316,316,3.3757516051780486e9,58101.218620421794,191997.93626115954,3158.273408348595,8,16,0.039700805664306754,0.0001,49.9999,49.9999,4.5709995006113075e-10,true
317,317,3.3846709746104712e9,58177.92514872347,192251.4162307949,3158.273408348595,16,8,0.04288264415907212,0.0000,50.0000,50.0000,6.706516262396611e-10,true
318,318,3.3910518070445075e9,58232.73827534223,192432.54852785694,3483.9703535845433,8,17,0.0772143777676977,0.0002,49.9999,49.9999,3.391661646575621e-10,true
319,319,3.3910518070445075e9,58232.73827534223,192432.54852785694,3829.4065076226707,18,8,0.04687862400730069,0.0002,49.9999,49.9999,3.3840154725002773e-10,true
320,320,3.402979584252992e9,58335.063077475046,192770.6851677471,3483.9703535845433,17,8,0.06921864239837086,0.0000,50.0000,50.0000,6.913204645420775e-10,true
321,321,3.4095533657996607e9,58391.380920471995,192956.7898637731,986.9604401089358,6,8,0.09011663192070364,0.0007,49.9996,49.9996,2.1070392298812037e-10,true
322,322,3.409553365799673e9,58391.3809204721,192956.78986377345,1786.3983965971738,9,10,0.048870116223240924,0.0007,49.9996,49.9996,2.2434998847923127e-10,true
323,323,3.4184102339307547e9,58467.17227582291,193207.24560565487,671.1330992740764,2,8,0.037287731378803764,0.0001,50.0000,50.0000,5.483420567133252e-10,true
324,324,3.439571826413044e9,58647.86293133829,193804.34552514667,2299.6178254538204,13,8,0.07013496902379576,0.0002,49.9999,49.9999,3.3523932553977036e-10,true
325,325,3.4395718264131136e9,58647.86293133888,193804.34552514862,2299.6178254538204,13,8,0.037114144548445895,0.0002,49.9999,49.9999,3.0288377946681993e-10,true
326,326,3.4694040290899444e9,58901.64708299713,194642.9859965732,3483.9703535845433,8,17,0.042226677862087954,0.0001,50.0000,50.0000,5.310565921776197e-10,true
327,327,3.4873645612808723e9,59053.912328319726,195146.1529448816,720.4811212795231,8,3,0.04743930414832324,0.0001,49.9999,49.9999,5.253234614062443e-10,true
328,328,3.5286670637047105e9,59402.58465508644,196298.35540741403,789.5683520871487,4,8,0.04686507058527929,0.0003,49.9999,49.9999,3.319390331931452e-10,true
329,329,3.528667063704712e9,59402.584655086444,196298.35540741406,4194.581870462977,8,19,0.0501542552095034,0.0003,49.9999,49.9999,3.220301699714632e-10,true
330,330,3.5816951854965115e9,59847.2654805256,197767.82201769302,2299.6178254538204,8,13,0.04213356089723931,0.0001,50.0000,50.0000,4.671876306490745e-10,true
331,331,3.602919347560048e9,60024.322966278,198352.91597391688,2052.8777154265863,12,8,0.04654223232872016,0.0001,49.9999,49.9999,4.7398399323286e-10,true
332,332,3.6709197753324e9,60588.11579288796,200215.9932338818,2052.8777154265863,12,8,0.04175397620703659,0.0003,49.9999,49.9999,2.676746951699902e-10,true
333,333,3.6709197753325157e9,60588.11579288892,200215.99323388498,2052.8777154265863,12,8,0.02439408356617777,0.0003,49.9999,49.9999,2.804953821376352e-10,true
334,334,3.753871780977824e9,61268.84837319716,202465.5028598152,789.5683520871487,4,8,0.020311925085457146,0.0001,49.9999,49.9999,4.0113361380111773e-10,true
335,335,3.77982974271379e9,61480.31996268228,203164.31967851683,2052.8777154265863,8,12,0.030776249621718738,0.0001,49.9999,49.9999,3.7608494868574136e-10,true
336,336,3.8032244720866466e9,61670.28840606023,203792.07844071413,1618.6151217786546,10,8,0.05354717681416312,0.0004,49.9998,49.9998,2.1412122470246586e-10,true
337,337,3.850457198137944e9,62052.05232816997,205053.63348077095,1263.3093633394378,8,8,0.0425087842632932,0.0004,49.9998,49.9998,2.2848376850499862e-10,true
338,338,3.880487846528523e9,62293.56183851203,205851.7118804006,2052.8777154265863,12,8,0.03221704196441691,0.0003,49.9998,49.9998,2.678335824027224e-10,true
339,339,3.8804878465285325e9,62293.56183851211,205851.71188040086,1825.8768142015313,8,11,0.07080391573373913,0.0003,49.9998,49.9998,2.5735579320204907e-10,true
340,340,3.995688952937459e9,63211.462195850676,208884.9524644536,1618.6151217786546,8,10,0.05083942896542178,0.0001,49.9999,49.9999,3.2371286842809165e-10,true
341,341,4.028161900537454e9,63467.8020774113,209732.03845352048,986.9604401089358,6,8,0.05117963687279498,0.0002,49.9999,49.9999,3.2312393193691785e-10,true
342,342,4.1553062767017226e9,64461.665171648514,213016.30111703378,838.9163740925954,6,7,0.036800194101967165,0.0004,49.9998,49.9998,2.2952603361428093e-10,true
343,343,4.1553062767018695e9,64461.66517164965,213016.30111703754,1618.6151217786546,8,10,0.0583390596255301,0.0004,49.9998,49.9998,1.9589332457451673e-10,true
344,344,4.198240183495396e9,64793.82828244829,214113.94817659527,1283.0485721416164,7,9,0.08196540184231113,0.0002,49.9999,49.9999,2.821181479985612e-10,true
345,345,4.198240183495519e9,64793.82828244924,214113.9481765984,1431.0926381579568,9,8,0.056243293951967185,0.0002,49.9999,49.9999,3.0386583048991766e-10,true
346,346,4.281864523947838e9,65435.9574236355,216235.89110392932,1431.0926381579568,8,9,0.08539756929600911,0.0002,49.9999,49.9999,2.8378530358613164e-10,true
